1,21521,3.79369
1,25918,2.25206
1,3824,3.00623
1,44429,3.86091
1,44459,3.86091
1,54216,2.90179
100,11757,3.88316
100,20478,3.8473
100,20539,3.908
100,21822,3.85764
100,34808,4.01238
100,47245,3.83659
100,47541,3.75666
100,47658,4.29003
100,53468,3.59041
100,59966,3.91475
100,60511,3.76098
100,67533,3.7683
100,69383,3.86091
100,69461,4.15299
100,70440,2.49258
100,71188,3.86091
100,71802,4.19922
100,72821,4.7031
100,72822,3.84169
100,72823,3.7031
100,74145,3.15472
100,74360,3.75427
100,76506,3.86091
100,76997,3.86091
1000,11757,3.66085
1000,20470,4.03787
1000,20575,3.80251
1000,21822,4.09478
1000,25656,3.80648
1000,28350,4.03009
1000,47658,4.4995
1000,48911,4.33965
1000,53468,3.9488
1000,54827,4.39495
1001,10784,4.43895
1001,19960,4.6157
1004,21822,3.88333
1004,46088,3.56601
1004,55900,3.70854
1004,69461,4.12053
1006,60511,3.86091
1008,11757,4.0297
1008,20470,3.61397
1008,24905,3.61837
1008,48911,3.60647
1008,52211,3.74237
1011,19960,4.85027
1015,11757,4.31823
1021,25852,3.9987
1022,59966,4.43766
1024,10784,3.7385
1024,19960,4.34544
1024,20817,3.24483
1024,21822,4.00773
1024,25382,3.69465
1024,25852,3.99757
1024,34146,3.83397
1024,36670,3.90308
1024,429,3.75992
1024,48911,3.66046
1024,7348,4.41633
1025,11757,4.02797
1025,16074,4.00745
1025,20478,4.06468
1025,21822,3.95742
1025,50448,3.59098
1025,7348,4.19531
1026,3939,4.1397
1026,9118,4.1153
1028,5441,4.38841
1029,11757,4.48439
1029,21822,4.24543
1029,33644,4.15803
1029,34146,4.23868
1029,7348,4.25181
1029,7463,4.02015
1030,4073,3.86091
1030,5441,3.86091
1033,17538,3.91147
1037,20478,4.38749
1037,20539,4.1183
1037,3824,3.84628
1037,69461,4.54532
1038,25382,4.23368
1040,16074,3.76865
1040,19960,3.73992
1040,25414,3.64409
1040,41084,3.31313
1040,47694,3.5166
1040,4786,3.89864
1040,48911,3.35907
1040,513,3.69637
1040,515,3.9912
1040,54827,3.95259
1040,57110,3.82258
1040,6968,3.66291
1040,727,3.56276
1040,7463,3.58639
1040,798,2.05187
1042,15244,3.87851
1042,16074,4.01422
1042,20478,3.97263
1042,20893,3.98251
1042,2106,4.10732
1042,24905,3.71302
1042,25852,3.90448
1042,34146,3.8176
1042,37518,3.5349
1042,429,3.77182
1042,47695,4.01487
1042,48911,3.70752
1042,4920,4.16765
1042,52211,3.73002
1042,52425,4.17755
1042,54827,4.05917
1042,69461,4.21793
1043,1550,4.03028
1043,34146,4.06479
1044,34146,3.91598
1044,7463,3.81971
1045,7463,4.09897
1048,20478,4.51777
1049,11757,4.16018
1049,4073,3.88098
1049,61799,3.84707
1049,61800,3.32812
105,1123,3.78542
105,11757,4.25531
105,19960,4.38598
105,34146,4.15655
105,35378,4.02872
105,429,3.99529
105,75907,4.55428
1050,11757,3.93487
1050,48911,3.56065
1051,16074,4.25293
1051,17538,3.81844
1051,7348,4.3288
1052,11757,4.46361
1052,34146,4.24813
1052,35036,4.19825
1052,5441,4.24446
1052,60584,4.68031
1054,5441,4.13702
1054,56115,3.97649
1055,10480,4.02083
1055,1791,3.88077
1055,2599,4.29295
1055,3003,3.73512
1055,515,4.38175
1055,5256,3.86091
1055,727,3.95083
1058,19960,4.40176
106,25382,4.53298
106,7348,4.60626
1061,27596,2.0391
1061,73761,2.48214
1062,16074,3.86091
1062,41778,3.86091
1064,21822,4.55659
1064,55900,4.39896
1068,19960,4.01607
1068,47695,4.04004
1068,56115,3.5422
1070,11757,3.77028
1073,17538,3.27271
1073,25852,3.42365
1073,48911,3.26584
1077,40815,2.95024
1079,19960,4.08642
1079,21822,4.09117
1079,5441,3.93489
1079,57110,4.12182
1079,7348,4.14344
108,11757,3.86091
108,47658,3.86091
1080,20478,4.2378
1080,34146,4.39872
1080,35036,4.17915
1080,60511,4.26087
1082,10784,3.79215
1082,11757,3.85265
1082,16074,4.24162
1082,1621,3.9059
1082,19960,4.0153
1082,29687,3.77614
1082,34146,3.89202
1082,38468,3.44854
1082,429,3.67943
1082,54731,3.75003
1082,7348,3.96995
1082,798,2.1856
1083,56071,3.42531
1083,963,3.64597
1085,40176,4.45652
1087,20478,4.49499
1087,3606,4.54538
1087,5537,3.60595
1089,1018,3.76987
1089,1324,3.69034
1089,1622,3.75093
1089,20470,3.70258
1089,21822,3.82375
1089,43312,3.94086
1089,54134,3.64661
1089,5441,3.80337
109,2572,3.78292
109,34146,3.45681
109,4920,3.69215
109,66029,3.93455
109,66818,3.98096
109,67507,3.98304
109,727,3.40497
109,9117,3.05518
1091,11757,3.99751
1092,35036,3.86206
1092,48555,3.35433
1093,11757,3.86091
1095,24905,3.63301
1095,28350,3.81309
1095,65682,3.62607
1095,7675,3.63035
1097,10656,4.18596
1097,11757,4.26021
1097,1550,4.09858
1097,1598,3.66042
1097,176,4.10366
1097,17737,3.86091
1097,2719,4.13565
1097,34146,4.08707
1097,36670,4.15811
1097,3824,3.91229
1097,4872,3.68252
1097,51301,2.864
1097,7047,4.05908
1097,7694,4.22947
11,38261,3.86091
11,727,3.75886
11,8555,2.68243
110,10784,3.86091
110,29145,3.86091
1100,15894,4.27072
1100,17538,3.59271
1100,28350,3.89314
1100,35036,3.7651
1100,35649,4.05786
1100,48911,3.53074
1100,5441,3.85513
1100,56887,3.63285
1100,7348,4.03582
1101,11757,4.14857
1101,20470,3.96494
1101,34146,4.00452
1101,436,2.66921
1101,48911,3.62816
1101,50448,3.74844
1101,55900,3.7186
1101,7348,4.06981
1101,960,3.87083
1102,11757,3.86091
1104,11757,3.76854
1104,35036,3.64065
1109,60511,4.09499
111,34146,3.75582
111,34590,3.68386
111,47658,4.18033
111,47694,3.64422
